InvUnc-0.01,0.4430,0.7330,0.7110,0.7200,0.7470,0.7130,0.7130,0.6780,0.7060,0.7390,0.6920,0.6900,0.6770,0.6810,0.6800,0.6940,0.7220,0.7020,0.7230,0.6860,0.6860,0.7010,0.7020,0.7200,0.6990,0.7230,0.7040,0.7330,0.7320,0.7030,0.7300,0.7290,0.7160,0.7000,0.7610,0.7190,0.7240,0.7110,0.7080,0.7230,0.7140,0.7100,0.6610,0.6110,0.5880,0.6120,0.6070,0.6020,0.5860,0.6420,0.6310,0.6030,0.6090,0.6110,0.6160,0.6240,0.5830,0.6410,0.6250,0.6100,0.6210,0.6330,0.6310,0.6240,0.6070,0.6670,0.7200,0.7070,0.7250,0.7130,0.7180,0.7510,0.7410,0.7350,0.7270,0.7160,0.7160,0.7410,0.7460,0.7270,0.6960,0.7230,0.7570,0.7250,0.7170,0.7560,0.7270,0.7200,0.7270,0.7330,0.7280,0.7050,0.6990,0.7180,0.7290,0.7340,0.7090,0.7300,0.7280,0.7330,0.7130,0.7430,0.7310,0.7270,0.7090,0.7520,0.7180,0.7010,0.7050,0.7310,0.7300,0.7100,0.7380,0.7460,0.7390,0.7260,0.7390,0.7350,0.7240,0.7380,0.7500,0.7260,0.7260,0.7170,0.7190,0.7010,0.7250,0.7190,0.7180,0.7130,0.7300,0.7320,0.7310,0.7430,0.7410,0.7310,0.7080,0.7460,0.7270,0.7290,0.7100,0.7140,0.7150,0.7050,0.7330,0.7070,0.7230,0.7250,0.7340,0.7420,0.7340,0.7270,0.7160,0.7370,0.7570,0.7290,0.6980,0.7260,0.7360,0.7210,0.7310,0.6780,0.7430,0.7380,0.7200,0.7220,0.7440,0.7270,0.7250,0.7270,0.7170,0.7240,0.7370,0.7290,0.7330,0.7160,0.7080,0.7130,0.7190,0.7450,0.7430,0.7450,0.7370,0.7450,0.7230,0.7170,0.7230,0.7350,0.7420,0.7060,0.7250,0.7240,0.7260,0.6980,0.7280,0.7160,0.7370,0.7250,0.7390,0.7350
InvUnc-0.05,0.4430,0.7370,0.7110,0.7170,0.7510,0.7170,0.7240,0.6960,0.7860,0.8270,0.7840,0.7810,0.8630,0.8660,0.8450,0.8620,0.8670,0.8680,0.8760,0.8540,0.8410,0.8780,0.8510,0.8540,0.8720,0.8690,0.8710,0.8740,0.8700,0.8610,0.8670,0.8650,0.8540,0.8520,0.8910,0.8560,0.8700,0.8670,0.8400,0.8650,0.8610,0.8750,0.8620,0.8770,0.8510,0.8800,0.8510,0.8640,0.8520,0.8890,0.8730,0.8700,0.8680,0.8700,0.8750,0.8750,0.8520,0.8530,0.8750,0.8690,0.8740,0.8580,0.8760,0.8850,0.8610,0.8550,0.8790,0.8580,0.8650,0.8560,0.8640,0.8750,0.8640,0.8610,0.8620,0.8630,0.8810,0.8710,0.8710,0.8640,0.8730,0.8500,0.8840,0.8700,0.8830,0.8850,0.8720,0.8830,0.8800,0.8640,0.8790,0.8670,0.8610,0.8550,0.8460,0.8900,0.8650,0.8730,0.8690,0.8670,0.8640,0.8870,0.8580,0.8890,0.8680,0.8750,0.8790,0.8620,0.8630,0.8610,0.8770,0.8690,0.8680,0.8690,0.8810,0.8650,0.8740,0.8610,0.8710,0.8850,0.8780,0.8670,0.8750,0.8760,0.8610,0.8610,0.8670,0.8580,0.8750,0.8610,0.8730,0.8690,0.8690,0.8800,0.8550,0.8610,0.8500,0.8690,0.8850,0.8760,0.8560,0.8660,0.8720,0.8760,0.8660,0.8440,0.8590,0.8630,0.8780,0.8760,0.8720,0.8720,0.8750,0.8730,0.8610,0.8640,0.8460,0.8770,0.8670,0.8520,0.8760,0.8600,0.8850,0.8870,0.8640,0.8640,0.8770,0.8710,0.8720,0.8600,0.8660,0.8530,0.8700,0.8740,0.8740,0.8490,0.8720,0.8720,0.8540,0.8800,0.8660,0.8710,0.8700,0.8800,0.8730,0.8600,0.8690,0.8700,0.8890,0.8640,0.8670,0.8750,0.8540,0.8550,0.8530,0.8430,0.8760,0.8710,0.8840,0.8630
InvUnc-0.1,0.4430,0.7410,0.7480,0.7750,0.8390,0.8670,0.8610,0.8570,0.8310,0.8230,0.8420,0.8530,0.8640,0.8660,0.8480,0.8690,0.8730,0.8800,0.8820,0.8750,0.8400,0.8810,0.8560,0.8590,0.8740,0.8750,0.8650,0.8790,0.8780,0.8610,0.8600,0.8730,0.8550,0.8580,0.8900,0.8570,0.8670,0.8620,0.8470,0.8690,0.8620,0.8770,0.8580,0.8750,0.8450,0.8740,0.8510,0.8560,0.8410,0.8870,0.8710,0.8660,0.8720,0.8720,0.8670,0.8710,0.8610,0.8490,0.8720,0.8690,0.8770,0.8590,0.8690,0.8820,0.8640,0.8570,0.8650,0.8580,0.8770,0.8660,0.8470,0.8700,0.8680,0.8710,0.8670,0.8670,0.8780,0.8710,0.8710,0.8590,0.8780,0.8570,0.8790,0.8640,0.8750,0.8870,0.8750,0.8750,0.8670,0.8660,0.8840,0.8730,0.8670,0.8580,0.8470,0.8880,0.8730,0.8790,0.8670,0.8670,0.8600,0.8910,0.8540,0.8810,0.8710,0.8760,0.8820,0.8660,0.8630,0.8660,0.8830,0.8700,0.8690,0.8710,0.8790,0.8660,0.8750,0.8520,0.8730,0.8720,0.8840,0.8700,0.8800,0.8690,0.8490,0.8510,0.8610,0.8540,0.8720,0.8630,0.8710,0.8640,0.8680,0.8760,0.8490,0.8580,0.8520,0.8750,0.8820,0.8710,0.8560,0.8610,0.8680,0.8790,0.8620,0.8410,0.8640,0.8520,0.8780,0.8720,0.8720,0.8710,0.8680,0.8750,0.8630,0.8650,0.8390,0.8830,0.8560,0.8520,0.8750,0.8570,0.8930,0.8850,0.8640,0.8660,0.8770,0.8680,0.8710,0.8600,0.8700,0.8600,0.8720,0.8650,0.8710,0.8570,0.8660,0.8700,0.8550,0.8730,0.8690,0.8810,0.8800,0.8750,0.8720,0.8550,0.8700,0.8700,0.8910,0.8660,0.8700,0.8750,0.8680,0.8630,0.8500,0.8460,0.8710,0.8680,0.8880,0.8580
InvUnc-0.2,0.4430,0.8120,0.8630,0.8750,0.8640,0.8790,0.8560,0.8540,0.8640,0.8870,0.8670,0.8610,0.8660,0.8710,0.8510,0.8670,0.8780,0.8770,0.8830,0.8750,0.8430,0.8810,0.8510,0.8590,0.8740,0.8730,0.8750,0.8700,0.8750,0.8630,0.8600,0.8700,0.8570,0.8580,0.8910,0.8610,0.8650,0.8660,0.8450,0.8610,0.8570,0.8720,0.8550,0.8680,0.8430,0.8800,0.8510,0.8620,0.8480,0.8910,0.8750,0.8650,0.8670,0.8690,0.8740,0.8700,0.8530,0.8430,0.8750,0.8610,0.8830,0.8580,0.8720,0.8830,0.8650,0.8550,0.8700,0.8590,0.8750,0.8630,0.8640,0.8750,0.8680,0.8610,0.8640,0.8680,0.8840,0.8690,0.8750,0.8590,0.8730,0.8510,0.8880,0.8630,0.8800,0.8870,0.8670,0.8730,0.8840,0.8570,0.8880,0.8760,0.8700,0.8590,0.8510,0.8920,0.8640,0.8730,0.8680,0.8740,0.8660,0.8860,0.8550,0.8820,0.8700,0.8760,0.8660,0.8640,0.8620,0.8570,0.8760,0.8650,0.8760,0.8730,0.8860,0.8740,0.8710,0.8440,0.8670,0.8830,0.8800,0.8720,0.8810,0.8700,0.8550,0.8600,0.8600,0.8620,0.8730,0.8640,0.8780,0.8690,0.8650,0.8780,0.8600,0.8650,0.8470,0.8720,0.8820,0.8760,0.8560,0.8670,0.8750,0.8740,0.8700,0.8430,0.8630,0.8640,0.8750,0.8710,0.8710,0.8710,0.8790,0.8760,0.8700,0.8640,0.8430,0.8810,0.8590,0.8450,0.8690,0.8520,0.8900,0.8800,0.8600,0.8680,0.8810,0.8710,0.8630,0.8630,0.8680,0.8570,0.8860,0.8780,0.8710,0.8540,0.8720,0.8730,0.8530,0.8780,0.8680,0.8810,0.8690,0.8820,0.8720,0.8580,0.8650,0.8670,0.8900,0.8720,0.8690,0.8710,0.8530,0.8540,0.8530,0.8430,0.8730,0.8690,0.8790,0.8700
InvUnc-0.5,0.4430,0.8710,0.8650,0.8720,0.8610,0.8720,0.8630,0.8590,0.8750,0.8940,0.8700,0.8510,0.8650,0.8680,0.8520,0.8690,0.8770,0.8790,0.8780,0.8730,0.8420,0.8810,0.8450,0.8560,0.8690,0.8770,0.8670,0.8720,0.8730,0.8650,0.8650,0.8680,0.8560,0.8590,0.8940,0.8480,0.8780,0.8640,0.8490,0.8660,0.8570,0.8720,0.8560,0.8710,0.8510,0.8800,0.8490,0.8640,0.8530,0.8850,0.8680,0.8720,0.8670,0.8700,0.8740,0.8740,0.8500,0.8590,0.8800,0.8630,0.8790,0.8590,0.8710,0.8880,0.8660,0.8490,0.8720,0.8570,0.8700,0.8580,0.8640,0.8840,0.8720,0.8590,0.8630,0.8640,0.8750,0.8630,0.8770,0.8620,0.8670,0.8510,0.8830,0.8630,0.8790,0.8880,0.8750,0.8860,0.8810,0.8690,0.8830,0.8690,0.8630,0.8620,0.8460,0.8910,0.8660,0.8710,0.8700,0.8680,0.8640,0.8880,0.8550,0.8770,0.8690,0.8750,0.8760,0.8650,0.8650,0.8620,0.8720,0.8660,0.8760,0.8690,0.8790,0.8670,0.8750,0.8520,0.8680,0.8770,0.8860,0.8700,0.8790,0.8670,0.8580,0.8520,0.8590,0.8540,0.8640,0.8590,0.8770,0.8790,0.8650,0.8790,0.8620,0.8630,0.8480,0.8750,0.8820,0.8700,0.8590,0.8730,0.8770,0.8790,0.8700,0.8410,0.8670,0.8480,0.8780,0.8730,0.8690,0.8730,0.8710,0.8680,0.8620,0.8660,0.8490,0.8810,0.8610,0.8510,0.8730,0.8580,0.8960,0.8850,0.8610,0.8700,0.8680,0.8720,0.8730,0.8620,0.8670,0.8530,0.8720,0.8710,0.8670,0.8640,0.8610,0.8660,0.8520,0.8800,0.8690,0.8750,0.8660,0.8780,0.8670,0.8590,0.8750,0.8720,0.8890,0.8720,0.8670,0.8760,0.8670,0.8540,0.8510,0.8430,0.8720,0.8690,0.8920,0.8590
